Date,Open,High,Low,Close,Volume,Adj Close
2010-12-31,115.32,115.730003,115.040001,115.629997,3725200,103.11262
2010-12-30,115.529999,115.709999,115.260002,115.449997,6599100,102.952106
2010-12-29,115.709999,115.980003,115.620003,115.650002,6621900,103.130459
2010-12-28,115.769997,115.879997,115.339996,115.790001,4738400,103.034147
2010-12-27,115.360001,115.639999,115.150002,115.540001,4138600,102.811688
2010-12-23,115.510002,115.790001,115.400002,115.730003,3578800,102.980759
2010-12-22,115.349998,115.660004,115.25,115.580002,3487300,102.847282
2010-12-21,115.110001,115.459999,114.989998,115.309998,4783100,102.607023
2010-12-20,115.139999,115.150002,114.379997,114.75,6742100,102.108717
2010-12-17,114.93,114.989998,114.480003,114.949997,4621200,102.286681
2010-12-16,114.989998,115.389999,114.419998,115.239998,8109500,102.310713
2010-12-15,114.910004,115.440002,114.68,114.889999,5851100,101.999983
2010-12-14,114.629997,115.379997,114.589996,115.010002,5212500,102.106522
2010-12-13,114.669998,115.029999,114.43,114.489998,4756900,101.644859
2010-12-10,114.099998,114.339996,113.769997,114.290001,8294000,101.467301
2010-12-09,114.349998,114.389999,113.510002,113.919998,5237500,101.13881
2010-12-08,113.699997,114.080002,113.449997,113.889999,6518700,101.112177
2010-12-07,114.620003,114.709999,113.669998,113.730003,7617300,100.970132
2010-12-06,113.779999,114.050003,113.629997,113.739998,6181100,100.979005
2010-12-03,113.339996,114.019997,113.309998,113.940002,4550500,101.15657
2010-12-02,112.769997,113.870003,112.75,113.739998,6146200,100.979005
2010-12-01,111.68,112.900002,111.589996,112.669998,7312300,100.029053
2010-11-30,109.669998,110.760002,109.559998,110.169998,8055600,97.809539
2010-11-29,110.260002,110.860001,109.400002,110.650002,6040400,98.235689
2010-11-26,110.940002,111.349998,110.639999,110.639999,2330100,98.226809
2010-11-24,111.00,111.959999,111.00,111.849998,4288200,99.301053
2010-11-23,110.779999,110.809998,109.900002,110.389999,6615500,98.004858
2010-11-22,111.550003,111.860001,110.540001,111.82,6814800,99.27442
2010-11-19,111.660004,112.059998,111.18,112.010002,4474300,99.443105
2010-11-18,111.360001,112.370003,111.349998,112.150002,7154500,99.246895
2010-11-17,110.639999,110.790001,110.260002,110.440002,5558800,97.733635
2010-11-16,111.589996,111.739998,110.07,110.50,9492400,97.786729
2010-11-15,112.32,113.029999,112.18,112.25,6607300,99.335388
2010-11-12,112.459999,112.989998,111.650002,112.160004,8695800,99.255746
2010-11-11,112.900002,113.260002,112.529999,113.080002,5517900,100.069896
2010-11-10,113.620003,113.889999,112.760002,113.730003,9956900,100.645114
2010-11-09,114.379997,114.410004,113.230003,113.690002,5838500,100.609715
2010-11-08,114.139999,114.349998,113.779999,114.220001,4081700,101.078736
2010-11-05,114.449997,114.629997,114.050003,114.540001,6347900,101.361919
2010-11-04,113.309998,114.519997,113.239998,114.43,9353700,101.264574
2010-11-03,112.07,112.370003,111.059998,112.300003,10108800,99.379638
2010-11-02,112.010002,112.279999,111.849998,111.879997,4073600,99.007955
2010-11-01,111.68,112.510002,110.669998,111.32,9428500,98.512386
2010-10-29,111.019997,111.379997,110.809998,111.309998,5972000,98.503535
2010-10-28,111.769997,111.860001,110.580002,111.099998,5657500,98.317697
2010-10-27,111.120003,111.459999,110.260002,111.309998,7608300,98.503535
2010-10-26,111.199997,111.910004,110.93,111.760002,5371300,98.901765
2010-10-25,111.900002,112.550003,111.660004,111.709999,6126500,98.857515
2010-10-22,111.589996,111.68,111.150002,111.360001,3549800,98.547785
2010-10-21,111.580002,112.209999,110.699997,111.540001,6992000,98.707076
2010-10-20,110.089996,111.580002,109.82,111.089996,7394700,98.308845
2010-10-19,110.290001,110.68,109.169998,109.839996,9253700,97.202661
2010-10-18,110.68,111.589996,110.550003,111.010002,4434900,98.238055
2010-10-15,111.43,111.470001,110.110001,110.68,9377400,97.94602
2010-10-14,111.050003,111.230003,110.309998,111.07,8971700,98.208852
2010-10-13,110.82,111.639999,110.660004,111.059998,6921600,98.200009
2010-10-12,109.93,110.629997,109.209999,110.260002,5373500,97.492647
2010-10-11,110.290001,110.400002,109.879997,110.260002,3527300,97.492647
2010-10-08,109.660004,110.410004,109.379997,110.160004,4812900,97.404228
2010-10-07,110.089996,110.110001,109.010002,109.599998,5282200,96.909067
2010-10-06,109.440002,109.830002,109.269997,109.769997,7215600,97.059381
2010-10-05,108.410004,109.68,108.269997,109.400002,6493200,96.732229
2010-10-04,108.160004,108.550003,107.07,107.57,5561600,95.114129
2010-10-01,108.550003,108.730003,107.839996,108.32,5987600,95.777284
2010-09-30,108.910004,109.519997,107.470001,107.910004,11670500,95.414762
2010-09-29,108.349998,108.709999,108.00,108.309998,6281000,95.76844
2010-09-28,108.360001,108.870003,107.300003,108.559998,7872700,95.989491
2010-09-27,108.57,108.730003,108.080002,108.190002,3989800,95.662339
2010-09-24,107.769997,108.660004,107.669998,108.57,5334900,95.998335
2010-09-23,106.639999,107.620003,106.410004,106.669998,7547400,94.318341
2010-09-22,107.559998,108.040001,107.080002,107.400002,5593500,94.963815
2010-09-21,107.540001,108.309998,107.169998,107.620003,8381800,95.158342
2010-09-20,106.400002,107.720001,106.199997,107.519997,5257500,95.069916
2010-09-17,106.349998,106.489998,105.650002,106.07,7777800,93.787818
2010-09-16,105.669998,106.239998,105.400002,106.190002,5449000,93.725038
2010-09-15,105.199997,106.059998,104.980003,105.940002,4374300,93.504384
2010-09-14,105.480003,106.07,105.169998,105.440002,5077800,93.063075
2010-09-13,105.650002,105.860001,105.059998,105.669998,4944900,93.266073
2010-09-10,104.419998,104.82,104.150002,104.779999,3521600,92.480545
2010-09-09,104.980003,105.00,103.970001,104.25,4396500,92.01276
2010-09-08,103.709999,104.400002,103.68,103.980003,5742100,91.774456
2010-09-07,104.160004,104.290001,103.410004,103.559998,4206700,91.403752
2010-09-03,104.220001,104.629997,103.290001,104.580002,6280300,92.304025
2010-09-02,102.910004,103.290001,102.620003,103.279999,3782600,91.156621
2010-09-01,101.360001,102.900002,101.330002,102.800003,8511100,90.732969
2010-08-31,99.889999,100.849998,99.519997,100.199997,10523400,88.438161
2010-08-30,101.230003,101.540001,100.160004,100.169998,4731200,88.411683
2010-08-27,100.529999,101.629997,99.400002,101.580002,10431400,89.656176
2010-08-26,100.959999,101.059998,99.669998,99.93,8258800,88.199857
2010-08-25,99.910004,100.980003,99.370003,100.610001,9732500,88.800037
2010-08-24,100.730003,101.150002,99.910004,100.400002,9543400,88.614688
2010-08-23,102.540001,103.050003,101.699997,101.760002,5552400,89.815047
2010-08-20,102.43,102.480003,101.470001,102.139999,8548600,90.150439
2010-08-19,104.080002,104.309998,102.550003,103.059998,8882600,90.623524
2010-08-18,104.260002,105.110001,103.68,104.57,6344900,91.951311
2010-08-17,103.989998,105.120003,103.669998,104.330002,5461600,91.740274
2010-08-16,102.809998,103.589996,102.379997,103.279999,5818900,90.816978
2010-08-13,103.209999,103.800003,103.099998,103.349998,6481600,90.87853
2010-08-12,102.849998,103.870003,102.779999,103.449997,14562800,90.966462
2010-08-11,105.190002,105.209999,103.910004,104.129997,9496200,91.564405
2010-08-10,106.360001,107.18,105.669998,106.660004,8434400,93.78911
2010-08-09,107.00,107.370003,106.639999,107.120003,3723500,94.1936
2010-08-06,105.919998,106.730003,105.309998,106.690002,7524700,93.815489
2010-08-05,106.43,106.879997,106.230003,106.879997,3631700,93.982556
2010-08-04,106.650002,107.150002,106.379997,106.959999,7289900,94.052904
2010-08-03,106.480003,106.830002,106.059998,106.389999,5440100,93.551688
2010-08-02,106.080002,106.989998,105.879997,106.730003,6852300,93.850663
2010-07-30,103.800003,105.129997,103.540001,104.699997,11706000,92.065621
2010-07-29,105.660004,105.93,103.919998,104.669998,11562800,92.039243
2010-07-28,105.239998,105.550003,104.690002,105.089996,7157900,92.408559
2010-07-27,105.75,105.839996,105.00,105.440002,10259500,92.716329
2010-07-26,104.410004,105.330002,104.209999,105.260002,9047000,92.55805
2010-07-23,103.110001,104.50,102.919998,104.269997,13384300,91.68751
